TripStartTime,PickupLon,PickupLat,DropLon,DropLat,GT_Distance,GT_Duration,OsrmDistance,OsrmDuration
11-03-13 15:09,-73.982391,40.772758,-73.973534,40.757923,None,14.0,2.5313,3.94166666667
11-03-13 15:25,-73.974197,40.75618,-73.99128,40.750221,None,10.0,2.2386,3.645
11-03-13 15:37,-73.991241,40.750168,-74.00827,40.73027,None,7.0,3.1164,7.055
11-03-13 15:51,-73.996262,40.725304,-73.975456,40.733002,None,6.0,2.6137,5.72166666667
11-03-13 17:39,-73.995903,40.7644,-73.991295,40.751163,None,10.0,2.2424,3.35833333333
11-03-13 18:26,-73.996254,40.759895,-74.00647,40.739662,None,10.0,3.3123,5.65666666667
11-03-13 18:38,-74.005592,40.740566,-74.002502,40.733295,None,3.0,1.2466,2.82666666667
11-03-13 18:42,-74.00132,40.732681,-73.97332,40.761051,None,11.0,4.4515,8.715
11-03-13 18:54,-73.973328,40.761127,-73.973801,40.793941,None,16.0,5.887,6.245
11-03-13 19:30,-73.952484,40.776989,-73.993279,40.757439,None,17.0,6.684,7.28666666667
11-03-13 20:38,-73.987534,40.759792,-73.976463,40.751701,None,7.0,1.6633,2.35333333333
11-03-13 20:47,-73.976318,40.751259,-73.971138,40.748001,None,3.0,0.6464,1.73666666667
11-03-13 20:53,-73.975945,40.744892,-73.985611,40.735394,None,4.0,1.5381,3.45
11-03-13 21:00,-73.98468,40.742809,-73.995598,40.730873,None,5.0,2.0553,4.89166666667
11-03-13 21:06,-73.994408,40.732307,-74.000015,40.734776,None,3.0,0.5778,1.235
11-03-13 21:10,-74.000145,40.734966,-73.983025,40.719334,None,9.0,2.8922,6.50166666667
11-03-13 21:21,-73.984856,40.719643,-73.98542,40.769489,None,15.0,8.8799,11.195
11-03-13 21:37,-73.986916,40.770203,-73.977715,40.779507,None,5.0,1.8179,3.04
11-03-13 21:44,-73.976151,40.786236,-73.968544,40.796776,None,3.0,1.3359,2.11666666667
11-03-13 22:05,-73.973045,40.753769,-73.961395,40.768734,None,4.0,2.0448,2.95166666667
11-03-13 22:36,-73.967766,40.760136,-73.994156,40.746201,None,11.0,4.2921,6.765
11-05-13 07:26,-73.812996,40.696301,-73.961945,40.805538,None,40.0,22.4266,21.2433333333
11-05-13 08:10,-73.963608,40.802784,-73.959206,40.780872,None,15.0,3.4957,5.145
11-05-13 08:59,-73.963699,40.765671,-73.981819,40.765648,None,11.0,2.2101,3.22333333333
11-05-13 09:35,-73.99585,40.733753,-73.971062,40.756512,None,19.0,3.994,8.02833333333
11-05-13 12:13,-73.997055,40.752441,-73.873001,40.774567,None,32.0,15.8709,17.6116666667
11-05-13 14:05,-74.00116,40.727489,-73.994179,40.717529,None,11.0,1.6311,3.73833333333
11-05-13 15:30,-73.976921,40.765121,-73.987007,40.775993,None,11.0,1.8359,2.75666666667
11-05-13 15:56,-73.96447,40.770275,-73.956612,40.775017,None,5.0,1.2187,2.01
11-07-13 17:25,-73.874489,40.773937,-74.177361,40.695381,None,74.0,43.8962,44.19
11-07-13 19:45,-74.005394,40.722198,-73.988777,40.743183,None,11.0,3.1479,7.20166666667
11-07-13 20:00,-73.983688,40.746769,-73.984184,40.77494,None,15.0,4.2805,6.21166666667
11-07-13 20:20,-73.98114,40.774132,-73.980942,40.751591,None,13.0,3.3898,4.82333333333
11-07-13 21:14,-73.963379,40.808903,-73.961914,40.802036,None,4.0,1.0727,1.465
11-07-13 21:42,-74.005508,40.740803,-73.974915,40.747807,None,11.0,3.8101,7.455
11-07-13 21:58,-73.975777,40.748623,-73.99128,40.750332,None,7.0,1.7214,3.10166666667
11-07-13 22:06,-73.991493,40.750103,-74.000565,40.730644,None,8.0,2.59,5.88666666667
11-07-13 22:47,-73.976158,40.745693,-73.979683,40.775333,None,12.0,4.6002,6.76666666667
11-07-13 23:39,-73.972015,40.759987,-73.988441,40.759056,None,10.0,2.2141,3.92
11-01-13 17:22,-73.97921,40.767017,-73.974739,40.790276,None,15.6666666667,2.9784,4.13333333333
11-01-13 17:42,-73.969948,40.785484,-73.946388,40.777313,None,8.51666666667,2.5693,4.43166666667
11-01-13 17:54,-73.948402,40.777905,-73.971916,40.796524,None,20.9666666667,3.7969,5.36833333333
11-01-13 18:20,-73.97094,40.79438,-73.954765,40.779121,None,8.71666666667,2.8879,3.84333333333
11-01-13 18:31,-73.95472,40.779091,-73.952934,40.768307,None,7.66666666667,1.7004,2.87
11-01-13 18:40,-73.952972,40.768227,-73.969551,40.749168,None,8.63333333333,3.8014,3.57666666667
11-01-13 18:49,-73.969551,40.749168,-73.950096,40.774525,None,13.7166666667,3.6311,5.09833333333
11-01-13 19:52,-73.981041,40.774406,-73.977066,40.743568,None,17.8833333333,4.778,7.05666666667
11-01-13 20:18,-73.980202,40.746204,-74.006798,40.736786,None,18.2166666667,3.6661,8.09
11-01-13 20:55,-73.997414,40.725533,-74.006622,40.740402,None,11.75,2.7474,5.88
11-01-13 21:35,-73.990555,40.743919,-73.983841,40.745007,None,5.18333333333,1.0523,2.33
11-01-13 21:43,-73.987579,40.739445,-74.009056,40.709736,None,10.7666666667,3.9151,8.88333333333
11-01-13 22:27,-73.995049,40.725258,-74.005096,40.739429,None,12.6,2.337,5.46166666667
11-01-13 22:41,-74.005096,40.739429,-74.001801,40.729588,None,5.75,1.2036,3.01166666667
11-01-13 22:53,-74.000854,40.723881,-73.977661,40.671715,None,19.0,6.7972,10.7483333333
11-01-13 23:19,-73.978111,40.679836,-73.984184,40.66787,None,6.05,1.6361,3.20666666667
